blueTop,blueJungle,blueMid,blueADC,blueSupport,redTop,redJungle,redMid,redADC,redSupport,blueWin
Gangplank,Nidalee,Pantheon,Yunara,Leona,Ambessa,Nocturne,Viktor,Jinx,Thresh,1
Gangplank,Diana,Talon,Senna,Alistar,Darius,Gwen,Viktor,Kaisa,Anivia,1
Ryze,Pantheon,Yone,Yunara,Maokai,Gangplank,Kindred,Galio,Ezreal,Karma,0
Ambessa,RekSai,Zilean,Senna,Alistar,Gangplank,XinZhao,Akali,Lucian,Rengar,0
Yasuo,Zyra,Yone,Yunara,Seraphine,Jayce,RekSai,Syndra,MissFortune,Nautilus,1
Gwen,Hecarim,Yone,Sivir,Bard,Gangplank,Briar,Akali,Varus,Taric,0
Zaahen,Qiyana,Lux,Sivir,Alistar,Gangplank,LeeSin,Zoe,Aphelios,Bard,1
Gangplank,JarvanIV,Ryze,Ashe,Braum,KSante,Vi,Syndra,Jhin,Gragas,0
Kennen,LeeSin,Sylas,MissFortune,Taric,Gangplank,Vi,Taliyah,Ezreal,Alistar,1
Kled,Briar,Akali,Ezreal,Rakan,Camille,Naafiri,Vex,Yunara,Blitzcrank,0
Camille,Briar,Anivia,Aphelios,Senna,Zaahen,Nocturne,Ryze,Caitlyn,Bard,0
Gangplank,Briar,Ahri,Lucian,Neeko,Jax,Ambessa,Anivia,Samira,Annie,0
Xerath,Briar,Ryze,Lucian,Nami,Ivern,JarvanIV,Orianna,Draven,Neeko,1
Jayce,Briar,Ahri,Corki,Mel,Malphite,Nidalee,Aurora,Sivir,Pyke,1
Rumble,Briar,Anivia,Jhin,Pantheon,Ryze,LeeSin,Zoe,Yunara,Karma,0
MonkeyKing,Briar,Aurora,Varus,Anivia,Jayce,Taliyah,Xerath,Ezreal,Leona,1
KSante,FiddleSticks,Anivia,Ezreal,Bard,Kayle,Taliyah,Akshan,Draven,Sona,0
Anivia,Briar,Jayce,Aphelios,Thresh,Sion,Karthus,Belveth,Ezreal,Rell,0
Viktor,Briar,Viego,Ezreal,Cassiopeia,Riven,FiddleSticks,Kennen,Kaisa,Camille,0
Gnar,Briar,Sylas,Xayah,Elise,Garen,Ekko,Orianna,Yunara,Thresh,1
Mordekaiser,Belveth,Zoe,Sivir,Poppy,Malphite,MasterYi,Mel,Yunara,Braum,1
Ambessa,JarvanIV,Galio,Yunara,Braum,Khazix,Briar,Aurora,Xayah,Bard,0
Irelia,LeeSin,Annie,Xayah,Bard,KSante,Briar,Zoe,Ezreal,Janna,0
Jayce,Vi,AurelionSol,Yunara,Lulu,Singed,Briar,Anivia,Lucian,Nami,0
Jax,Vi,Taliyah,Ezreal,Nautilus,KSante,Briar,Viktor,Yasuo,Sylas,1
Renekton,Ambessa,TwistedFate,Ezreal,Pantheon,Riven,Taliyah,Irelia,Kalista,Senna,1
Jayce,JarvanIV,TwistedFate,Sivir,Senna,Irelia,Nidalee,Mel,Ezreal,Soraka,0
DrMundo,Pantheon,Annie,Yunara,Sylas,Aatrox,Olaf,Ahri,Varus,Karma,1
KSante,Talon,Akshan,Kaisa,Nautilus,Olaf,Ekko,Tristana,Ezreal,Anivia,1
Irelia,Pantheon,Katarina,Yunara,Lulu,Ambessa,Taliyah,Jayce,Tristana,Nautilus,0
Rumble,Ambessa,Aurora,Ezreal,Seraphine,Anivia,Fizz,Jayce,Ashe,Blitzcrank,0
Jayce,Nocturne,Zoe,Ezreal,Sylas,Sion,Zyra,Talon,Aphelios,Shen,1
Poppy,Taliyah,TwistedFate,Ezreal,Thresh,Aatrox,LeeSin,Annie,Kaisa,Anivia,0
Jayce,Briar,Ryze,Yunara,Poppy,Ambessa,Vi,Hwei,Velkoz,Rell,0
Gangplank,Kindred,Ryze,Jhin,Shen,Yasuo,Karthus,Yone,Varus,Sylas,0
Ambessa,Zyra,Galio,Jhin,Karma,Renekton,Skarner,Aurora,Ashe,Anivia,0
Gangplank,Ekko,Tristana,Ezreal,Nami,Fiora,Sylas,Jayce,Yunara,Karma,0
Yone,LeeSin,Orianna,Yunara,Lulu,Sion,Kayn,Sylas,Ezreal,Blitzcrank,1
Aurora,Kindred,Pantheon,Jhin,Janna,Rumble,JarvanIV,Talon,Varus,Neeko,1
DrMundo,Elise,TwistedFate,Ezreal,Pyke,Rumble,LeeSin,Galio,Yunara,Karma,1
Jax,Karthus,Mel,Ezreal,Bard,Gragas,Kindred,TwistedFate,Caitlyn,Brand,1
Yone,Skarner,Azir,Xayah,Shen,Sion,JarvanIV,Leblanc,Yunara,Karma,1
Vayne,Vi,Ryze,Sivir,Karma,Tristana,Viego,Sylas,Ezreal,Skarner,1
Renekton,Nidalee,Orianna,Ezreal,Karma,Sylas,Graves,Irelia,Lucian,Yuumi,0
Viktor,Kindred,Galio,Draven,Karma,Sion,Nidalee,Corki,Mel,Pantheon,0
Skarner,LeeSin,Orianna,Corki,Nami,Gnar,Kindred,Ryze,Yunara,Rell,0
Ambessa,Vi,Katarina,Lucian,Braum,Renekton,LeeSin,Vex,Kaisa,Neeko,0
Yorick,LeeSin,Malzahar,Kaisa,Neeko,Jayce,Skarner,Ahri,Ezreal,Karma,0
Ambessa,Zyra,Zed,Corki,Nami,RekSai,Pantheon,Galio,Yunara,Lulu,1
Lulu,Pantheon,Leblanc,Yunara,Neeko,Skarner,Ekko,Malzahar,Corki,Nami,0
Aatrox,LeeSin,Galio,Corki,Nautilus,Shen,FiddleSticks,Ekko,Ezreal,Karma,1
Gnar,LeeSin,TwistedFate,Ezreal,Anivia,Varus,Ambessa,Ryze,Kaisa,Neeko,1
Jayce,Pantheon,Ryze,Ezreal,Taric,Sion,XinZhao,Mel,Senna,Nautilus,0
Rumble,Shyvana,Yone,Lucian,Braum,Jayce,Rengar,Ryze,MissFortune,Bard,0
Gnar,Ambessa,Annie,Mel,Leona,Akali,JarvanIV,Orianna,Varus,Nautilus,0
Riven,Karthus,Tristana,Kaisa,Nautilus,Renekton,Ivern,Orianna,Jhin,Rell,1
Malzahar,Ambessa,Anivia,Yunara,Karma,FiddleSticks,Evelynn,Yone,Ashe,Nautilus,1
Anivia,Pantheon,Aurora,Caitlyn,Nautilus,KSante,JarvanIV,Galio,Varus,Xerath,1
Jayce,Pantheon,Aurora,Corki,Nami,Varus,Nocturne,Leblanc,Yunara,Elise,1
Jax,Viego,Ahri,Jhin,Mel,Yone,Karthus,TwistedFate,Caitlyn,Lux,0
Zaahen,Nidalee,Jayce,Yunara,Senna,Varus,Zyra,Yone,Lucian,Milio,1
Olaf,XinZhao,Annie,Varus,Renata,Jax,Vi,Ahri,Mel,Nautilus,1
Shen,Pantheon,Aurora,Ezreal,Karma,Jayce,Nidalee,Qiyana,Kaisa,Anivia,1
Yasuo,RekSai,Ahri,Velkoz,Karma,Malphite,Ekko,Jayce,Lucian,Lulu,1
Rumble,Shen,Akali,Lucian,Elise,Jayce,XinZhao,Lissandra,Kaisa,Leona,0
Zaahen,Kindred,Galio,Ezreal,Rammus,Poppy,Nidalee,Akali,Jhin,Alistar,0
Darius,Graves,Akshan,Taliyah,Blitzcrank,Kennen,Skarner,Yasuo,Ezreal,Anivia,1
Jax,Nocturne,Velkoz,Yunara,Yuumi,Yone,Nidalee,Yasuo,Kaisa,Taric,0
KSante,Pantheon,Akali,Caitlyn,Bard,Udyr,Vi,Aurora,Kaisa,Yasuo,1
Sion,Zyra,Orianna,Tristana,Shen,Renekton,Nidalee,Yone,Cassiopeia,Anivia,1
Jax,Viego,Akali,Jinx,Karma,Yone,Graves,Galio,Tristana,Elise,1
Zaahen,Nidalee,Akali,Kaisa,Nautilus,Swain,Ambessa,TwistedFate,Jinx,Lulu,0
Rumble,Vi,Vex,Vayne,Elise,Sion,Olaf,Akali,Xayah,Rakan,0
Gragas,Vi,Akali,Yunara,Nami,Kennen,XinZhao,Jayce,Aphelios,Pantheon,1
Jayce,Nocturne,Akali,Yunara,Milio,Yorick,Zed,Ryze,Jhin,Qiyana,0
Yone,JarvanIV,Aurora,MissFortune,Rell,Gnar,Elise,Yasuo,Varus,Alistar,1
Rumble,MasterYi,Yone,Ezreal,Hwei,Ryze,Ambessa,Akali,Jhin,Pyke,1
Udyr,Viego,Akali,Aphelios,Karma,Yone,Karthus,Qiyana,Kaisa,Neeko,1
Aatrox,Karthus,Corki,Aphelios,Leona,Renekton,Viego,AurelionSol,Hwei,Rakan,1
Renekton,Talon,Akali,Sivir,Poppy,Shyvana,Gragas,Yasuo,Syndra,Pyke,1
Volibear,Graves,TwistedFate,Ezreal,Blitzcrank,Singed,LeeSin,Akali,Caitlyn,Lissandra,0
Shen,Zyra,Hwei,Caitlyn,Bard,Jayce,Nidalee,Orianna,Ezreal,Karma,0
Darius,Ambessa,Xerath,Yasuo,Poppy,Zaahen,Kindred,Mel,Ezreal,Nautilus,0
FiddleSticks,Shyvana,Lux,Ziggs,Syndra,Akali,RekSai,Sylas,Kaisa,Leona,0
Ambessa,LeeSin,Syndra,AurelionSol,Bard,Jayce,Karthus,Sion,Tristana,Rammus,0
Zaahen,RekSai,Sylas,Jhin,Rammus,Yone,Skarner,Gwen,Ashe,Rell,0
Yasuo,Ivern,Aurora,Yunara,Nautilus,Irelia,Zac,Corki,Swain,Bard,1
Shen,Viego,Fizz,Samira,Pyke,Tryndamere,XinZhao,Vex,Smolder,Soraka,0
Shen,Nunu,Swain,Jhin,Zyra,Gnar,Hecarim,Sylas,Smolder,Nautilus,0
Jayce,Viego,Aurora,Sivir,Karma,Vladimir,JarvanIV,Ryze,Kaisa,Nautilus,1
KSante,Zyra,Yasuo,Ezreal,Karma,Vayne,Graves,Viktor,Swain,Bard,0
Volibear,Taliyah,Tryndamere,Ashe,Leona,KSante,JarvanIV,Mel,Swain,Alistar,1
Riven,Viego,Aurora,Ezreal,Leona,Gnar,JarvanIV,Brand,Yunara,Karma,1
Warwick,Nidalee,Irelia,Kaisa,Maokai,Shen,Olaf,Ahri,Jhin,Neeko,0
Jayce,LeeSin,Azir,Ashe,Thresh,Irelia,RekSai,Orianna,Yunara,Seraphine,0
Malphite,LeeSin,Akali,Ezreal,Karma,Aurora,Nocturne,Zoe,Caitlyn,Sona,0
Ahri,Ambessa,Talon,Sivir,Soraka,Irelia,RekSai,Taliyah,Ezreal,Karma,1
Yasuo,Jayce,TwistedFate,Jhin,Leona,Malphite,Chogath,Talon,Kaisa,Qiyana,0
KSante,Nunu,Mel,Varus,Karma,Olaf,Graves,Akali,Kaisa,Bard,1
Gragas,LeeSin,Galio,Kaisa,Neeko,Cassiopeia,Pantheon,Taliyah,Yunara,Lulu,1
KSante,Nidalee,Qiyana,Ezreal,Blitzcrank,Varus,XinZhao,Ryze,Yunara,Nautilus,0
Aatrox,Karthus,Leblanc,Varus,Blitzcrank,Gnar,Ambessa,Akshan,Jhin,Nautilus,0
Gangplank,LeeSin,Viktor,Sivir,Rakan,Irelia,JarvanIV,Orianna,MissFortune,Nautilus,0
Warwick,Pantheon,Galio,Lucian,Yuumi,Zaahen,Evelynn,Yone,Aphelios,Neeko,0
Jayce,Sylas,Talon,Lucian,Senna,Shen,Kayn,TwistedFate,Jhin,Rell,1
Sion,XinZhao,Orianna,Jhin,JarvanIV,Shen,Sylas,Jayce,Yunara,Thresh,1
Rumble,Pantheon,TwistedFate,Ezreal,Karma,Yorick,JarvanIV,Ryze,Mel,Bard,1
Skarner,Nidalee,Zed,Ezreal,Karma,Ambessa,Pantheon,Lissandra,Kaisa,Nautilus,1
Yorick,Graves,Azir,Varus,Nidalee,Jayce,Pantheon,Ahri,Aphelios,Nautilus,0
Vladimir,Vi,Taliyah,Yunara,Nautilus,Irelia,XinZhao,Aurora,MissFortune,Braum,0
Kled,Taliyah,Zoe,Corki,Rakan,Rumble,JarvanIV,Orianna,Ezreal,Senna,1
Olaf,Ambessa,Anivia,Varus,Lulu,DrMundo,Pantheon,Zoe,Yunara,Yuumi,0
Aurora,JarvanIV,Qiyana,Kaisa,Leona,Sion,Sylas,Talon,Zeri,Alistar,0
Ambessa,Viego,Orianna,Jhin,Anivia,Jayce,Sylas,Yasuo,Kaisa,Alistar,0
Kayle,LeeSin,Lissandra,Ashe,Lulu,Irelia,JarvanIV,Diana,Ezreal,Anivia,1
Pantheon,Nidalee,Yasuo,Kaisa,Nautilus,Vayne,Ambessa,Renekton,Ezreal,Braum,0
Ambessa,Graves,Aurora,Yunara,Nautilus,Kennen,Pantheon,Yone,Lucian,Nami,0
Gnar,Pantheon,Syndra,Ashe,Seraphine,Irelia,JarvanIV,Ryze,Ezreal,Neeko,0
DrMundo,JarvanIV,Ahri,Ezreal,Naafiri,Vayne,Nocturne,Xerath,Varus,Anivia,0
Nidalee,Nocturne,Ahri,Varus,Senna,Sion,Naafiri,Akali,Corki,Bard,1
Ambessa,XinZhao,Vex,Ezreal,Elise,Yorick,Olaf,Hwei,Ashe,Karma,1
Aatrox,Nocturne,Zoe,Ezreal,Bard,DrMundo,Vi,Aurora,Sivir,Karma,1
Vayne,Graves,Qiyana,Ezreal,Karma,DrMundo,MonkeyKing,Mel,Kaisa,Bard,0
Fiora,Ekko,Jayce,Jinx,Lux,Jax,Viego,Orianna,Ezreal,Karma,1
Singed,Nocturne,Syndra,Ezreal,Xerath,Vayne,Brand,Leblanc,Corki,Chogath,1
Zaahen,LeeSin,Hwei,Ashe,Seraphine,Garen,Rengar,Orianna,Tristana,Maokai,0
Anivia,LeeSin,Sylas,Ezreal,Bard,Aatrox,Graves,Aurora,Ashe,Seraphine,1
Jayce,Vi,Gragas,Cassiopeia,Amumu,Udyr,LeeSin,Lissandra,Mel,Anivia,1
Yorick,Talon,Ahri,Ezreal,Karma,Shen,Sejuani,Yasuo,Yunara,Lulu,0
Irelia,Elise,Smolder,Corki,Mel,Jayce,Ambessa,Aurora,Ezreal,Nami,1
Renekton,Nidalee,Talon,Yunara,Lulu,Riven,Ivern,Annie,Lucian,Anivia,1
Lissandra,Tryndamere,Yasuo,Caitlyn,Nautilus,Skarner,JarvanIV,Akali,Ashe,Karma,0
Vayne,Ambessa,Akali,Nilah,Yuumi,Jayce,Taliyah,Yasuo,Ezreal,Kennen,1
Rengar,Sylas,Akshan,Ezreal,Karma,Zaahen,DrMundo,Yone,Kaisa,Nautilus,1
Malphite,Graves,Zed,Jhin,Blitzcrank,Ornn,JarvanIV,Taliyah,Ashe,Nautilus,0
Jayce,XinZhao,Poppy,Yunara,Lulu,Varus,Pantheon,Sett,Ezreal,Elise,1
Renekton,Pantheon,Viktor,Twitch,Amumu,Jax,Talon,Anivia,Aphelios,Neeko,1
Mordekaiser,JarvanIV,Akshan,Senna,Leblanc,Gragas,Viego,Fizz,Jhin,Karma,0
Garen,Sylas,Akshan,Mel,Soraka,Jayce,LeeSin,Kassadin,Aphelios,Neeko,1
Fiora,XinZhao,Zeri,Sivir,Lulu,Darius,LeeSin,Ryze,Kaisa,Blitzcrank,1
Sion,Ambessa,Viktor,Xayah,Shen,Kled,Ekko,Naafiri,Yunara,JarvanIV,0
Rumble,XinZhao,Mel,Yunara,Braum,KSante,Karthus,Qiyana,Aphelios,Blitzcrank,0
Jayce,Zaahen,Galio,Jhin,Neeko,Poppy,Jax,Mel,Caitlyn,Pyke,0
Teemo,Talon,Lillia,Jhin,Blitzcrank,Zac,Ambessa,Xerath,Kaisa,Thresh,1
Gnar,Elise,Sylas,Jhin,JarvanIV,Jax,Hecarim,Ahri,Sivir,Pyke,1
Kalista,Vi,Zoe,Velkoz,JarvanIV,Yone,Qiyana,Leblanc,Jinx,Thresh,1
Akali,Belveth,Yone,Sivir,Janna,Nidalee,Shaco,Zoe,Vayne,Milio,0
KSante,Viego,Xerath,Jhin,Karma,Vayne,Naafiri,Zoe,Ezreal,Blitzcrank,0
Garen,Nidalee,Diana,Zeri,Rell,Vayne,Ambessa,Ryze,Yunara,Pyke,1
Yone,Udyr,Mel,Ezreal,Rakan,Kennen,Graves,Chogath,Sivir,Blitzcrank,0
Yone,Skarner,Anivia,Tristana,Trundle,Zaahen,Pantheon,Corki,Mel,Poppy,0
Yasuo,Karthus,Akali,Ashe,Blitzcrank,Sion,Zyra,Yone,Ezreal,Bard,0
Ambessa,Vi,Akali,Ezreal,Rakan,Gwen,RekSai,Talon,Yunara,Blitzcrank,0
Rengar,Graves,Veigar,Lucian,Yuumi,Sion,Viego,Orianna,Ezreal,Pyke,0
KSante,Vi,Katarina,Sivir,Karma,Volibear,Graves,Aurora,Ezreal,Trundle,0
Sion,LeeSin,Zoe,Aphelios,Lulu,Shen,Viego,Vex,MissFortune,Elise,1
Camille,Vi,Akali,Vex,Alistar,Yasuo,Ambessa,Ahri,Yunara,Morgana,1
Aatrox,Sylas,Aurora,Yunara,Braum,Fiora,LeeSin,Ahri,Vex,Senna,1
Warwick,DrMundo,Yone,Yunara,Galio,Teemo,LeeSin,Azir,Aphelios,FiddleSticks,1
Ambessa,Nocturne,Xerath,Vex,Blitzcrank,Gnar,Viego,Ahri,Jhin,Anivia,0
Nautilus,Hecarim,Ryze,Swain,Bard,Anivia,Graves,Vex,Corki,Maokai,0
Ambessa,Hecarim,Galio,Swain,Thresh,Renekton,Naafiri,Zed,Vex,Leona,0
Olaf,Riven,Viktor,Lucian,Singed,Renekton,Ambessa,Leblanc,Sivir,Pantheon,1
Anivia,Sylas,Tristana,Ashe,Braum,Singed,Nunu,Vex,Twitch,Karma,0
Gnar,Zyra,Yasuo,Corki,Braum,Vayne,Pantheon,Renekton,Vex,Anivia,1
Jax,Karthus,Corki,Jhin,Karma,Fiora,Nidalee,Yone,Ezreal,Pantheon,1
Yone,JarvanIV,Zoe,Sivir,Yuumi,Sion,Talon,Katarina,Vex,Anivia,0
Renekton,Viego,Akali,Karthus,Shen,Pantheon,Ambessa,Orianna,Yunara,Anivia,0
Fiora,Pantheon,Akali,Ezreal,Anivia,Yone,JarvanIV,Vex,Swain,Senna,1
Darius,Ambessa,Sylas,Ezreal,Braum,Rumble,Vi,Vex,Yunara,Alistar,0
Ambessa,LeeSin,Akshan,Vex,Gragas,Fiora,JarvanIV,Galio,Yunara,Neeko,0
KSante,Viego,Ryze,Mel,Karma,Ambessa,LeeSin,Katarina,Jhin,Maokai,1
Irelia,Belveth,Akshan,Jhin,Shaco,Karthus,LeeSin,Ryze,Jinx,Shen,0
Yasuo,LeeSin,Ahri,Yunara,Alistar,Irelia,JarvanIV,Akali,Draven,Thresh,1
Pantheon,Jax,Tristana,Ziggs,Nautilus,Jayce,XinZhao,Orianna,Xayah,Rell,1
Volibear,Nidalee,Sylas,Jhin,Zilean,Jax,LeeSin,Orianna,Jinx,Lulu,0
Yorick,Ekko,Corki,Aphelios,Thresh,Olaf,LeeSin,Malzahar,Yunara,Pantheon,1
KSante,Nidalee,Quinn,Ezreal,Braum,Gragas,XinZhao,Xerath,Ashe,Bard,0
Jax,XinZhao,Ahri,Cassiopeia,Yuumi,Gragas,Ekko,Yasuo,Lucian,Rakan,0
Cassiopeia,Shaco,Akshan,Varus,Karma,Yasuo,Lillia,Irelia,Ezreal,Pantheon,0
Olaf,Ambessa,Ahri,Jhin,Pyke,Akali,LeeSin,Orianna,Xayah,Pantheon,0
Ambessa,Kindred,Nunu,Corki,Pantheon,Vayne,JarvanIV,Orianna,Caitlyn,Morgana,0
Urgot,JarvanIV,Hwei,MissFortune,Braum,Gnar,XinZhao,Mel,Yunara,Pyke,0
Udyr,LeeSin,Ryze,Ezreal,Sona,Zac,Zed,Katarina,Kaisa,Blitzcrank,0
Yone,XinZhao,Ahri,Kaisa,Nautilus,Vladimir,MonkeyKing,Aurora,Ashe,Shaco,1
Jax,Karthus,Sion,Sivir,Thresh,Vladimir,JarvanIV,Mel,Ezreal,Leona,1
Gangplank,Nunu,Leblanc,Ezreal,Neeko,Jax,LeeSin,Zoe,Kalista,Rakan,0
Rumble,Graves,Galio,Jhin,Alistar,Gangplank,LeeSin,Hwei,Ezreal,Karma,1
DrMundo,Graves,Anivia,Varus,Maokai,Shen,Ekko,Yone,Jhin,Blitzcrank,1
Irelia,Rengar,Ryze,Ezreal,Karma,Poppy,Graves,Azir,Sivir,Rakan,1
Singed,Naafiri,Ryze,Ezreal,Karma,Vayne,Shen,Anivia,Kaisa,Zilean,1
Sett,Naafiri,Anivia,Kaisa,Lulu,Volibear,Vi,Neeko,Yunara,Sona,0
Ambessa,Diana,Akshan,Ezreal,Karma,Jayce,Sylas,Qiyana,Sivir,Ashe,0
Jax,Kindred,Anivia,Senna,Seraphine,Gangplank,Khazix,Orianna,Kaisa,Nautilus,0
Ambessa,Belveth,Viego,Jinx,Alistar,Rumble,Zaahen,Galio,Ashe,Lulu,0
Gangplank,MasterYi,Zed,Ziggs,Alistar,Gnar,Graves,Katarina,Kaisa,Maokai,1
Camille,Poppy,Galio,Kaisa,Leona,Urgot,Shaco,Anivia,Ezreal,Seraphine,0
Rumble,Graves,Ryze,Ashe,Bard,Leblanc,MonkeyKing,Anivia,Caitlyn,Lux,1
Singed,XinZhao,Aurora,Ezreal,Karma,Jayce,Pantheon,Mel,Kaisa,Bard,0
Urgot,Elise,TwistedFate,Yunara,Thresh,Singed,JarvanIV,Anivia,Jhin,Soraka,0
Rumble,Viego,Zaahen,Jhin,Pantheon,Jax,Jayce,Galio,Ezreal,Anivia,1
Jax,Graves,Anivia,Renekton,Poppy,DrMundo,Kindred,Rumble,Varus,Maokai,0
Ambessa,JarvanIV,Mel,Senna,Ezreal,Irelia,Naafiri,Anivia,Ashe,Seraphine,0
Sion,Nidalee,Zed,Draven,Pantheon,Diana,Viego,Anivia,Mel,Pyke,0
Riven,Nocturne,Galio,Cassiopeia,Pantheon,Fiora,MasterYi,AurelionSol,Ezreal,Nautilus,0
Yone,Nidalee,Udyr,Kalista,Rell,Zed,Belveth,Aurora,Caitlyn,Poppy,0
Shen,Nocturne,Yone,Ezreal,Poppy,Yorick,Sylas,Syndra,Corki,Nautilus,0
Sett,LeeSin,Viktor,Yunara,Rell,Irelia,Graves,Mel,Kalista,Poppy,1
Varus,Elise,Yone,Jhin,Zyra,Quinn,Graves,Annie,Kalista,Renata,0
Anivia,Graves,Leblanc,Kalista,Pyke,Olaf,Khazix,Orianna,Yunara,Bard,1
Briar,Viego,Zilean,Vladimir,Neeko,Teemo,Taliyah,Zed,Jhin,Karma,0
Garen,LeeSin,Taliyah,KogMaw,Bard,Chogath,JarvanIV,Aurora,Smolder,Karma,1
Kled,Zac,Akali,Kalista,Leona,Mordekaiser,Pantheon,Anivia,Ashe,Thresh,1
Volibear,JarvanIV,Zoe,Yunara,Poppy,Fiora,LeeSin,Anivia,Ashe,Bard,0
Renekton,MonkeyKing,Orianna,Ashe,Veigar,Rumble,Pantheon,Ryze,Kalista,Bard,1
Gnar,Nocturne,Viktor,Kalista,Renata,Irelia,Talon,Zoe,Ashe,Leblanc,1
Shyvana,LeeSin,Ryze,Kaisa,Alistar,Teemo,Shaco,KogMaw,Kalista,Maokai,0
Jax,Zaahen,Fizz,Yunara,Lulu,DrMundo,JarvanIV,Orianna,Varus,Leona,0
Gragas,Briar,Hwei,Ezreal,Neeko,Jax,LeeSin,Syndra,Kalista,Thresh,1
Aatrox,RekSai,Sylas,Yunara,Lulu,Fiora,Talon,TwistedFate,Varus,Swain,0
Yone,Kindred,Fizz,Jhin,Senna,KSante,Rengar,Xerath,Caitlyn,Nautilus,1
Riven,Graves,Viktor,Yunara,Anivia,Varus,Vi,Orianna,Xayah,Rakan,1
Pantheon,Viego,Yasuo,Hwei,Thresh,Shen,Ekko,Zoe,Lucian,Pyke,1
Aatrox,Viego,Cassiopeia,Sivir,Janna,Yone,Belveth,Ryze,Senna,Nautilus,1
Ornn,LeeSin,Galio,Ashe,Neeko,Fiora,Graves,Mel,Jinx,Lulu,1
Jayce,XinZhao,Azir,Ezreal,Karma,Varus,Jax,Aurora,Yunara,Anivia,1
Fiora,Nunu,Ryze,Lucian,Nami,Quinn,Nidalee,Taliyah,Jinx,Nautilus,1
Renekton,Sylas,Smolder,Ashe,Seraphine,DrMundo,Maokai,Yone,Nilah,Galio,1
Yone,Diana,Qiyana,Ezreal,Karma,Anivia,Ambessa,Yasuo,Ashe,Nautilus,1
Renekton,Ivern,Diana,Aphelios,Nautilus,Malphite,LeeSin,Sylas,Yunara,Lulu,1
Jax,Naafiri,Vladimir,Kalista,Neeko,DrMundo,Pantheon,Viktor,MissFortune,Nautilus,1
Gnar,Pantheon,Viktor,Ashe,Seraphine,Irelia,Olaf,Malzahar,Yunara,Lulu,1
Kennen,Graves,Annie,Kaisa,Pyke,Yorick,Taliyah,Qiyana,Xayah,Rakan,1
Gragas,Ambessa,Azir,Xayah,Rakan,Cassiopeia,Qiyana,Aurora,Twitch,Anivia,0
Jayce,Naafiri,Orianna,Mel,Nautilus,Yasuo,Zyra,Diana,Yunara,Lulu,1
RekSai,LeeSin,Anivia,Aphelios,Thresh,Jayce,FiddleSticks,Gnar,Jhin,Bard,0
Udyr,Ambessa,Ahri,Ezreal,Anivia,Aatrox,FiddleSticks,Akali,Jhin,Karma,0
Shen,Ivern,Cassiopeia,Kaisa,Rell,Anivia,Sylas,Mel,Yunara,Thresh,0
DrMundo,Ambessa,Akali,Jhin,Pyke,Aatrox,Zyra,Talon,Varus,Neeko,1
KSante,Ambessa,Orianna,Ezreal,Karma,Jayce,RekSai,Xerath,Jinx,Nautilus,0
Jayce,Ambessa,Zoe,Yunara,Pantheon,Tryndamere,Talon,Mel,Jhin,Bard,0
Kennen,LeeSin,Nocturne,Kaisa,Sona,Jayce,Naafiri,Aurora,Jhin,Rell,1
Shen,XinZhao,Kayle,Jhin,Bard,DrMundo,FiddleSticks,Yone,Nilah,Yuumi,1
Pantheon,XinZhao,Kayle,Jhin,Rell,Rumble,Naafiri,Azir,Yunara,Shen,1
Aurora,Karthus,Qiyana,Jhin,Neeko,Gnar,LeeSin,Lissandra,Sivir,Thresh,1
Renekton,Viego,Leblanc,Aphelios,Nautilus,Kennen,LeeSin,Aurora,Jhin,Pantheon,0
Garen,Caitlyn,Orianna,Jhin,Leona,Teemo,Qiyana,Viktor,Yunara,Pyke,0
Zaahen,Graves,Galio,Kaisa,Qiyana,Yasuo,Gwen,Smolder,Jhin,KSante,0
Renekton,XinZhao,Ahri,Jhin,Pyke,Shen,Ambessa,Vladimir,Kaisa,Rakan,0
Renekton,JarvanIV,Katarina,Senna,Braum,Urgot,Kindred,Mel,Ezreal,Nautilus,1
Urgot,Viego,Orianna,Jhin,Hwei,Gangplank,Riven,Ryze,Jinx,Thresh,1
Malphite,Viego,Leblanc,Kaisa,Thresh,Sylas,Kindred,Mel,Jhin,Nautilus,0
Jax,Evelynn,Corki,Yunara,Poppy,Garen,Viego,Galio,Jhin,Senna,0
Malzahar,Belveth,Azir,Jhin,Sylas,Anivia,Skarner,Ryze,Kaisa,Nautilus,0
Jayce,Hecarim,Akali,Jhin,Nautilus,Irelia,Graves,Lissandra,Jinx,Leona,1
Yone,JarvanIV,Orianna,Cassiopeia,Poppy,Jayce,Graves,Galio,Jhin,Rell,1
Akali,Kindred,Irelia,Swain,Rell,Sion,LeeSin,Annie,Lucian,Poppy,1
Udyr,Vi,Yone,Jhin,Annie,Cassiopeia,Viego,Galio,Corki,Zoe,0
Camille,Vi,Talon,Ezreal,Rell,Jayce,Ambessa,Vex,Yunara,Lulu,0
Varus,RekSai,Ryze,Jhin,Nautilus,Camille,Lillia,Jayce,Mel,Alistar,0
Malphite,LeeSin,Fizz,Ezreal,Anivia,Gnar,Viego,Hwei,Jhin,Alistar,1
Renekton,Skarner,Orianna,Yunara,Lulu,Yorick,LeeSin,Azir,Ashe,Nautilus,1
Katarina,Maokai,Talon,Yunara,Lulu,Annie,Belveth,Akali,Lucian,Karma,1
Shen,JarvanIV,Ryze,Kaisa,Nautilus,Gnar,XinZhao,DrMundo,Ezreal,Karma,1
